date, pm25, pm10, o3, no2, so2, co
2023/5/28, 76, 44, 105, 8, 2, 5
2023/5/29, 85, 53, 97, 19, 3, 6
2023/5/30, 113, 44, 77, 11, 2, 6
2023/5/31, 92, 40, 78, 11, 2, 7
2023/6/1, 86, 45, 136, 9, 2, 6
2023/6/2, 96, 28, 99, 6, 2, 5
2023/6/3, 57, 24, 43, 7, 1, 5
2023/6/4, 61, 28, 40, 10, 2, 5
2023/6/5, 62, 25, 29, 11, 2, 5
2023/6/6, 54, 21, 30, 11, 2, 5
2023/6/7, 52, 18, 22, 12, 2, 5
2023/6/8, 46, 18, 41, 11, 2, 5
2023/6/9, 52, 19, 54, 8, 3, 5
2023/6/10, 53, 23, 50, 7, 2, 6
2023/6/11, 56, 25, 65, 8, 2, 5
2023/6/12, 57, 34, 86, 8, 2, 6
2023/6/13, 81, 26, 54, 9, 2, 7
2023/6/14, 72, 21, 60, 5, 2, 6
2023/6/15, 58, 22, 31, 12, 2, 7
2023/6/16, 53, 14, 20, 9, 2, 5
2023/6/17, 41, 24, 12, 13, 2, 6
2023/6/18, 62, 19, 26, 9, 2, 5
2023/6/19, 48, 26, 41, 7, , 5
2023/6/20, 55, 23, 40, 5, , 5
2023/6/21, 51, 21, 35, 3, 2, 5
2023/6/22, 51, 20, 13, 7, 2, 6
2023/6/23, 49, 23, 18, 11, 2, 6
2023/6/24, 60, 22, 19, 7, 2, 5
2023/6/25, 50, 30, 52, 9, 2, 6
2023/6/26, 65, 26, 84, 10, 2, 5
2023/6/27, 57, 24, 36, 10, 2, 6
2023/6/28, 53, 30, 95, 9, 2, 6
2023/6/29, 63, 22, 48, 4, 2, 5
2023/6/30, 57, 22, 13, 6, 2, 5
2023/1/2, 87, 43, , 7, 1, 6
2023/1/3, 99, 47, , 11, 2, 6
2023/1/4, 103, 42, , 12, 2, 7
2023/1/5, 94, 43, , 11, 2, 6
2023/1/6, 91, 45, , 15, 2, 7
2023/1/7, 97, 53, , 25, 1, 7
2023/1/8, 110, 18, , 13, 1, 7
2023/1/9, 53, 10, , 11, 1, 6
2023/1/10, 30, 14, , 12, 1, 6
2023/1/11, 47, 32, 2, 19, 1, 8
2023/1/12, 79, 23, 7, 17, 1, 6
2023/1/13, 58, 27, 26, 12, 1, 7
2023/1/14, 62, 16, 11, 6, 1, 8
2023/1/15, 38, 17, 15, 4, 1, 6
2023/1/16, 47, 34, 18, 4, 1, 5
2023/1/17, 72, 38, 29, 4, 2, 6
2023/1/18, 80, 39, 35, 6, 2, 6
2023/1/19, 84, 39, 36, 6, 2, 7
2023/1/20, 87, 46, 44, 6, 2, 7
2023/1/21, 96, 56, 35, 7, 2, 7
2023/1/22, 140, 64, 22, 7, 1, 7
2023/1/23, 157, 39, 31, 1, 1, 7
2023/1/24, 86, 63, 31, 2, 1, 6
2023/1/25, 131, 51, 31, 4, 2, 6
2023/1/26, 110, 48, 31, 2, 1, 7
2023/1/27, 95, 53, 39, 3, 2, 6
2023/1/28, 89, 49, 42, 5, 2, 6
2023/1/29, 89, 47, 39, 13, 2, 7
2023/1/30, 98, 51, 53, 21, 2, 8
2023/1/31, 108, 35, 32, 14, 2, 5
2023/2/1, 54, 44, 65, 12, 2, 5
2023/2/2, 77, 58, 42, 11, 2, 6
2023/2/3, 107, 46, 24, 16, 1, 5
2023/2/4, 101, 38, 3, 12, 1, 8
2023/2/5, 99, 41, 3, 15, 2, 8
2023/2/6, 97, 54, 5, 21, 1, 9
2023/2/7, 109, 28, 20, 14, 1, 6
2023/2/8, 62, 32, 29, 18, 2, 5
2023/2/9, 66, 42, 3, 18, 1, 7
2023/2/10, 84, 33, 21, 10, 1, 8
2023/2/11, 66, 27, 19, 9, 1, 4
2023/2/12, 56, 27, 14, 12, 2, 5
2023/2/13, 57, 20, 20, 6, 1, 8
2023/2/14, 41, 26, 41, 5, 1, 7
2023/2/15, 66, 41, 41, 12, 2, 6
2023/2/16, 90, 64, 51, 30, 2, 8
2023/2/17, 131, 63, 9, 32, 2, 8
2023/2/18, 123, 63, 51, 23, 2, 8
2023/2/19, 123, 48, 51, 8, 2, 7
2023/2/20, 100, 61, 79, 11, 2, 7
2023/2/21, 133, 59, 70, 16, 3, 6
2023/2/22, 97, 67, 91, 26, 3, 7
2023/2/23, 119, 74, 49, 31, 4, 9
2023/2/24, 143, 39, 32, 6, 2, 6
2023/2/25, 95, 48, 47, 8, 2, 6
2023/2/26, 113, 64, 53, 20, 3, 7
2023/2/27, 139, 59, 70, 26, 4, 7
2023/2/28, 103, 69, 117, 34, 3, 8
2023/3/1, 128, 61, 68, 12, 2, 8
2023/3/2, 133, 72, 94, 13, 3, 8
2023/3/3, 144, 69, 74, 18, 3, 9
2023/3/4, 141, 67, 95, 19, 3, 8
2023/3/5, 136, 59, 102, 17, 3, 6
2023/3/6, 98, 56, 44, 22, 3, 6
2023/3/7, 86, 55, 52, 23, 2, 7
2023/3/8, 91, 63, 87, 23, 3, 8
2023/3/9, 119, 60, 96, 17, 2, 6
2023/3/10, 115, 55, 54, 21, 2, 5
2023/3/11, 95, 52, 39, 14, 2, 6
2023/3/12, 92, 84, 46, 8, 2, 5
2023/3/13, 97, 85, 58, 18, 3, 6
2023/3/14, 114, 59, 66, 15, 2, 7
2023/3/15, 95, 62, 101, 21, 4, 7
2023/3/16, 108, 56, 69, 20, 2, 6
2023/3/17, 90, 62, 86, 20, 2, 6
2023/3/18, 112, 37, 35, 10, 1, 5
2023/3/19, 70, 40, 30, 13, 1, 6
2023/3/20, 69, 39, 15, 13, 1, 5
2023/3/21, 66, 43, 10, 14, 1, 6
2023/3/22, 75, 43, 26, 12, 1, 5
2023/3/23, 74, 33, 6, 14, 1, 6
2023/3/24, 65, 37, 1, 17, 1, 8
2023/3/25, 82, 11, 11, 9, 1, 8
2023/3/26, 35, 13, 12, 10, 1, 7
2023/3/27, 40, 21, 6, 11, 1, 8
2023/3/28, 55, 17, 5, 13, 1, 9
2023/3/29, 45, 16, 2, 13, 1, 9
2023/3/30, 49, 14, 2, 12, , 9
2023/3/31, 45, 32, 14, 18, 1, 8
2022/10/1, 53, 25, 41, 7, 1, 
2022/10/2, 58, 22, 47, 7, 1, 4
2022/10/3, 53, 36, 104, 12, 2, 5
2022/10/4, 78, 40, 85, 8, 2, 5
2022/10/5, 90, 29, 52, 6, 2, 5
2022/10/6, 60, 44, 39, 8, 2, 7
2022/10/7, 87, 29, 46, 7, 2, 7
2022/10/8, 66, 36, , 7, 2, 6
2022/10/9, 77, 29, , 5, 2, 5
2022/10/10, 49, 32, , 8, 2, 5
2022/10/11, 54, 38, , 11, 2, 5
2022/10/12, 70, 38, , 13, 3, 6
2022/10/13, 74, 42, , 13, 2, 6
2022/10/14, 82, 41, , 11, 2, 5
2022/10/15, 76, 46, , 10, 3, 5
2022/10/16, 83, 49, , 7, 3, 6
2022/10/17, 91, 59, , 8, 2, 7
2022/10/18, 121, 45, , 9, 3, 6
2022/10/19, 90, 43, , 16, 3, 7
2022/10/20, 85, 59, , 34, 3, 8
2022/10/21, 105, 53, , 23, 2, 6
2022/10/22, 96, 48, , 20, 2, 6
2022/10/23, 93, 54, , 13, 2, 6
2022/10/24, 103, 59, 108, 15, 2, 5
2022/10/25, 96, 57, 99, 15, 2, 5
2022/10/26, 82, 56, 110, 19, 2, 6
2022/10/27, 93, 54, 39, 15, 2, 6
2022/10/28, 103, 34, 40, 6, 1, 5
2022/10/29, 79, 29, 41, 6, 2, 5
2022/10/30, 65, 44, 46, 7, 2, 5
2022/10/31, 78, 40, 40, 6, 2, 5
2022/11/1, 73, 27, 32, 6, 1, 5
2022/11/2, 66, 13, 13, 9, 1, 6
2022/11/3, 41, 11, 16, 8, 1, 5
2022/11/4, 37, 17, 23, 8, 1, 5
2022/11/5, 42, 19, 11, 10, 1, 6
2022/11/6, 56, 21, 10, 12, 1, 6
2022/11/7, 58, 16, 15, 10, 1, 6
2022/11/8, 50, 25, 26, 14, 1, 6
2022/11/9, 66, 63, 55, 31, 2, 9
2022/11/10, 127, 66, 94, 28, 2, 10
2022/11/11, 137, 62, 87, 27, 2, 8
2022/11/12, 124, 57, 84, 23, 2, 8
2022/11/13, 124, 56, 44, 17, 2, 7
2022/11/14, 118, 70, 38, 21, 3, 9
2022/11/15, 152, 61, 36, 19, 2, 8
2022/11/16, 131, 47, 62, 16, 2, 7
2022/11/17, 95, 52, 70, 23, 2, 7
2022/11/18, 102, 45, 45, 14, 2, 6
2022/11/19, 93, 31, 49, 10, 2, 8
2022/11/20, 68, 46, 46, 16, 2, 7
2022/11/21, 91, 23, 18, 12, 2, 6
2022/11/22, 58, 10, 11, 9, 1, 6
2022/11/23, 29, 8, 8, 10, 1, 7
2022/11/24, 22, 15, 7, 13, , 8
2022/11/25, 38, 12, 12, 11, 1, 6
2022/11/26, 36, 35, 11, 21, 2, 8
2022/11/27, 72, 31, 23, 17, 2, 5
2022/11/28, 65, 24, 22, 14, 2, 5
2022/11/29, 48, 21, 6, 10, 1, 7
2022/11/30, 38, 14, 11, 7, 1, 5
2022/12/1, 25, 13, 12, 9, 2, 5
2022/12/2, 30, 30, 9, 13, 1, 6
2022/12/3, 67, 25, 8, 11, 1, 6
2022/12/4, 59, 19, 8, 8, 1, 7
2022/12/5, 38, 25, 16, 9, 1, 7
2022/12/6, 60, 29, 13, 11, 2, 6
2022/12/7, 66, 31, 31, 13, 2, 6
2022/12/8, 70, 38, 27, 12, 2, 6
2022/12/9, 81, 41, 36, 9, 2, 6
2022/12/10, 86, 49, 32, 7, 2, 7
2022/12/11, 105, 54, 34, 7, 2, 9
2022/12/12, 122, 59, 35, 9, 2, 8
2022/12/13, 142, 38, 25, 6, 1, 6
2022/12/14, 86, 35, 14, 14, 1, 7
2022/12/15, 76, 18, 14, 12, 1, 6
2022/12/16, 55, 51, 26, 6, 2, 5
2022/12/17, 103, 26, 30, 4, 2, 3
2022/12/18, 51, 31, 26, 13, 2, 5
2022/12/19, 60, 41, 25, 22, 2, 5
2022/12/20, 74, 38, 36, 11, 3, 5
2022/12/21, 74, 45, 37, 19, 2, 5
2022/12/22, 89, 46, 39, 15, 2, 5
2022/12/23, 85, 37, 33, 10, 2, 4
2022/12/24, 75, 36, 34, 13, 2, 5
2022/12/25, 71, 58, 34, 23, 2, 6
2022/12/26, 107, 49, 28, 15, 2, 6
2022/12/27, 101, 61, 41, 10, 4, 6
2022/12/28, 135, 58, 40, 5, 3, 6
2022/12/29, 141, 44, 35, 6, 2, 6
2022/12/30, 107, 31, 30, 7, 1, 5
2022/12/31, 76, 38, , 8, 2, 5
2023/1/1, 85, 41, , 8, 2, 6
2022/7/1, 33, 12, , 6, 2, 4
2022/7/2, 29, 22, , 4, 2, 5
2022/7/3, 51, 23, , 8, 2, 6
2022/7/4, 53, 27, , 10, 2, 6
2022/7/5, 60, 29, , 13, 2, 6
2022/7/6, 58, 24, , 13, 2, 6
2022/7/7, 47, 25, , 11, 3, 6
2022/7/8, 61, 28, , 12, 3, 6
2022/7/9, 58, 23, , 7, 3, 5
2022/7/10, 40, 23, , 7, 3, 5
2022/7/11, 48, 24, , 8, 3, 5
2022/7/12, 49, 27, , 9, 3, 6
2022/7/13, 52, 25, , 8, 3, 5
2022/7/14, 50, 20, , 7, 2, 5
2022/7/15, 45, 25, , 6, 3, 5
2022/7/16, 51, 26, , 4, , 5
2022/7/17, 56, 30, , 6, , 6
2022/7/18, 59, 29, , 6, , 6
2022/7/19, 56, 18, , 5, 3, 5
2022/7/20, 36, 19, , 5, 3, 5
2022/7/21, 37, 27, , 7, 3, 5
2022/7/22, 58, 39, , 8, 2, 6
2022/7/23, 81, 42, , 7, 2, 6
2022/7/24, 85, 49, , 7, 2, 7
2022/7/25, 96, 45, , 8, 2, 7
2022/7/26, 86, 39, , 8, 2, 6
2022/7/27, 80, 44, , 8, 2, 7
2022/7/28, 88, 51, , 9, 2, 7
2022/7/29, 103, 44, , 14, 1, 7
2022/7/30, 90, 48, , 13, 2, 7
2022/7/31, 100, 28, , 5, 2, 6
2022/8/1, 61, 23, , 7, 2, 5
2022/8/2, 43, 26, , 12, 2, 7
2022/8/3, 61, 19, , 12, 2, 7
2022/8/4, 56, 12, , 12, 2, 6
2022/8/5, 33, 19, , 12, 2, 5
2022/8/6, 44, 23, , 10, 2, 5
2022/8/7, 47, 25, , 11, 2, 5
2022/8/8, 50, 13, , 8, 2, 5
2022/8/9, 28, 12, , 7, , 5
2022/8/10, 29, 15, , 12, 2, 6
2022/8/11, 37, 19, , 15, 2, 6
2022/8/12, 47, 29, , 17, 2, 7
2022/8/13, 65, 27, , 12, 2, 7
2022/8/14, 60, 23, , 9, 2, 6
2022/8/15, 49, 24, , 12, 2, 6
2022/8/16, 54, 22, , 14, 2, 6
2022/8/17, 52, 25, , 13, 2, 7
2022/8/18, 57, 23, , 15, 1, 6
2022/8/19, 49, 20, , 9, 1, 5
2022/8/20, 33, 21, , 11, 1, 6
2022/8/21, 50, 24, , 8, 1, 5
2022/8/22, 59, 34, , 12, 2, 6
2022/8/23, 69, 43, , 18, 1, 7
2022/8/24, 82, 14, , 6, 1, 5
2022/8/25, 25, 20, , 10, 1, 5
2022/8/26, 50, 35, , 14, 1, 5
2022/8/27, 75, 43, , 15, 1, 6
2022/8/28, 84, 40, , 10, 1, 6
2022/8/29, 78, 35, , 13, 1, 8
2022/8/30, 73, 31, , 12, 1, 7
2022/8/31, 69, 28, , 10, 1, 9
2022/9/1, 74, 26, , 8, 1, 7
2022/9/2, 69, 36, , 8, 1, 6
2022/9/3, 77, 37, , 9, 2, 6
2022/9/4, 77, 49, , 10, 2, 7
2022/9/5, 98, 47, , 13, 2, 7
2022/9/6, 98, 43, , 11, 2, 7
2022/9/7, 92, 28, , 8, 1, 7
2022/9/8, 61, 25, , 12, 1, 7
2022/9/9, 63, 55, , 20, 1, 8
2022/9/10, 114, 47, , 9, 2, 8
2022/9/11, 108, 53, , 17, 2, 8
2022/9/12, 107, 55, , 19, 2, 8
2022/9/13, 107, 52, , 16, 2, 8
2022/9/14, 102, 53, , 16, 2, 7
2022/9/15, 108, 55, , 18, 2, 7
2022/9/16, 113, 69, , 22, 2, 9
2022/9/17, 147, 60, , 14, 3, 7
2022/9/18, 134, 45, , 12, 1, 7
2022/9/19, 96, 56, , 17, 2, 8
2022/9/20, 118, 53, 93, 14, 2, 6
2022/9/21, 95, 55, 124, 13, 2, 6
2022/9/22, 90, 55, 67, 13, 1, 7
2022/9/23, 119, 50, 75, 11, 2, 6
2022/9/24, 98, 54, 80, 11, 2, 7
2022/9/25, 106, 58, 57, 14, 2, 8
2022/9/26, 115, 46, 57, 13, 2, 6
2022/9/27, 82, 37, 54, 11, 2, 5
2022/9/28, 63, 36, 63, 13, 2, 5
2022/9/29, 64, 21, 18, 10, 1, 5
2022/9/30, 45, 22, 26, 9, 1, 5
2022/4/1, 28, 18, , 7, 2, 5
2022/4/2, 34, 31, , 12, 3, 7
2022/4/3, 68, 58, , 27, 4, 8
2022/4/4, 93, 64, , 27, 3, 9
2022/4/5, 105, 70, , 30, 5, 9
2022/4/6, 120, 54, , 19, 4, 8
2022/4/7, 88, 70, , 28, 4, 6
2022/4/8, 130, 53, , 12, 3, 4
2022/4/9, 80, 53, , 14, 4, 5
2022/4/10, 78, 44, , 10, 3, 5
2022/4/11, 73, 35, , 9, 2, 5
2022/4/12, 58, 34, , 5, 2, 5
2022/4/13, 58, 22, , 7, 3, 6
2022/4/14, 47, 32, , 10, 3, 6
2022/4/15, 64, 43, , 12, 2, 7
2022/4/16, 67, 24, , 9, 2, 7
2022/4/17, 48, 16, , 10, 2, 8
2022/4/18, 39, 13, , 11, , 9
2022/4/19, 37, 32, , 21, 2, 10
2022/4/20, 74, 61, , 26, 3, 11
2022/4/21, 104, 36, , 15, 2, 8
2022/4/22, 66, 32, , 11, 2, 6
2022/4/23, 59, 25, , 14, 2, 6
2022/4/24, 53, 24, , 9, 2, 4
2022/4/25, 50, 34, , 12, 2, 5
2022/4/26, 65, 32, , 11, 2, 4
2022/4/27, 66, 27, , 10, 2, 4
2022/4/28, 59, 38, , 14, 2, 5
2022/4/29, 79, 39, , 13, 3, 8
2022/4/30, 73, 10, , 5, 2, 7
2022/5/1, 20, 18, , 6, 2, 6
2022/5/2, 40, 36, , 10, 3, 8
2022/5/3, 78, 50, , 22, 3, 9
2022/5/4, 98, 56, , 21, 3, 8
2022/5/5, 87, 51, , 17, 3, 7
2022/5/6, 82, 42, , 14, 2, 7
2022/5/7, 86, 31, , 12, 2, 7
2022/5/8, 86, 44, , 14, 3, 7
2022/5/9, 93, 27, , 13, 2, 6
2022/5/10, 55, 16, , 10, 2, 5
2022/5/11, 36, 16, , 14, 2, 8
2022/5/12, 49, 15, , 12, 2, 9
2022/5/13, 46, 20, , 9, 2, 9
2022/5/14, 54, 8, , 7, 2, 8
2022/5/15, 21, 11, , 7, 2, 7
2022/5/16, 26, 24, , 10, 3, 7
2022/5/17, 54, 46, , 19, 3, 7
2022/5/18, 80, 50, , 22, 3, 7
2022/5/19, 87, 47, , 14, 3, 6
2022/5/20, 84, 53, , 17, 3, 8
2022/5/21, 103, 38, , 14, 3, 7
2022/5/22, 81, 40, , 16, 3, 7
2022/5/23, 79, 40, , 18, 3, 7
2022/5/24, 80, 27, , 18, 2, 6
2022/5/25, 51, 25, , 11, 3, 6
2022/5/26, 53, 24, , 14, 2, 6
2022/5/27, 53, 25, , 11, 2, 5
2022/5/28, 54, 19, , 9, 2, 5
2022/5/29, 43, 17, , 11, 2, 5
2022/5/30, 47, 21, , 12, 2, 5
2022/5/31, 51, 23, , 15, 2, 5
2022/6/1, 51, 25, , 15, 2, 6
2022/6/2, 55, 23, , 12, 2, 5
2022/6/3, 52, 29, , 8, , 5
2022/6/4, 56, 26, , 8, 2, 5
2022/6/5, 53, 26, , 11, 2, 6
2022/6/6, 56, 23, , 18, 2, 7
2022/6/7, 61, 17, , 18, 3, 7
2022/6/8, 42, 16, , 14, 2, 7
2022/6/9, 42, 18, , 12, 2, 6
2022/6/10, 47, 19, , 15, 2, 6
2022/6/11, 50, 23, , 14, 2, 6
2022/6/12, 55, 26, , 9, 2, 7
2022/6/13, 63, 20, , 15, 2, 8
2022/6/14, 56, 20, , 16, 2, 7
2022/6/15, 54, 20, , 15, 2, 6
2022/6/16, 52, 23, , 10, 2, 6
2022/6/17, 45, 24, , 9, 2, 6
2022/6/18, 46, 29, , 9, 2, 6
2022/6/19, 53, 28, , 9, 2, 6
2022/6/20, 56, 32, , 8, 2, 6
2022/6/21, 57, 24, , 5, 2, 5
2022/6/22, 42, 25, , 6, 3, 5
2022/6/23, 47, 24, , 8, 2, 4
2022/6/24, 51, 20, , 7, 3, 4
2022/6/25, 39, 18, , 8, 3, 5
2022/6/26, 32, 23, , 10, 3, 5
2022/6/27, 41, 24, , 10, 3, 5
2022/6/28, 50, 30, , 15, 3, 6
2022/6/29, 60, 22, , 9, 3, 5
2022/6/30, 46, 16, , 5, 2, 4
2022/1/3, 141, 83, , 46, 4, 11
2022/1/4, 152, 66, , 39, 3, 10
2022/1/5, 127, 58, , 28, 3, 9
2022/1/6, 120, 44, , 13, 3, 9
2022/1/7, 93, 44, , 18, 2, 9
2022/1/8, 95, 52, , 24, 3, 9
2022/1/9, 104, 35, , 17, 2, 9
2022/1/10, 75, 22, , 9, 2, 8
2022/1/11, 51, 42, , 14, 2, 8
2022/1/12, 94, 52, , 14, 3, 8
2022/1/13, 109, 62, , 15, 4, 8
2022/1/14, 132, 82, , 22, 3, 11
2022/1/15, 156, 78, , 16, 4, 11
2022/1/16, 144, 45, , 8, 3, 10
2022/1/17, 89, 23, , 10, 2, 10
2022/1/18, 52, 23, , 9, 2, 9
2022/1/19, 52, 31, , 14, 3, 7
2022/1/20, 69, 58, , 32, 4, 10
2022/1/21, 123, 53, , 28, 3, 8
2022/1/22, 98, 23, , 18, 2, 6
2022/1/23, 50, 25, , 15, 2, 8
2022/1/24, 65, 16, , 11, 2, 9
2022/1/25, 38, 26, , 16, 3, 9
2022/1/26, 61, 40, , 19, 2, 9
2022/1/27, 87, 30, , 12, 3, 9
2022/1/28, 71, 18, , 5, 2, 9
2022/1/29, 44, 10, , 3, 2, 7
2022/1/30, 25, 17, , 2, 2, 5
2022/1/31, 54, 11, , 2, 2, 5
2022/2/1, 43, 8, , 1, 2, 4
2022/2/2, 31, 6, , 3, 2, 5
2022/2/3, 22, 15, , 3, 2, 6
2022/2/4, 51, 19, , 3, 2, 6
2022/2/5, 57, 22, , 6, 2, 6
2022/2/6, 61, 23, , 10, 2, 7
2022/2/7, 62, 7, , 5, 2, 5
2022/2/8, 21, 11, , 6, 2, 6
2022/2/9, 29, 14, , 8, 2, 6
2022/2/10, 39, 39, , 16, 2, 9
2022/2/11, 75, 22, , 12, 2, 9
2022/2/12, 49, 17, , 10, 2, 10
2022/2/13, 47, 14, , 10, 2, 10
2022/2/14, 36, 27, , 12, 3, 10
2022/2/15, 68, 41, , 16, 3, 10
2022/2/16, 85, 37, , 18, 2, 8
2022/2/17, 82, 24, , 17, 2, 7
2022/2/18, 57, 4, , 7, 2, 6
2022/2/19, 9, 8, , 7, 2, 6
2022/2/20, 25, 6, , 9, 2, 7
2022/2/21, 22, 8, , 8, 2, 7
2022/2/22, 28, 11, , 7, 2, 7
2022/2/23, 30, 21, , 10, 3, 6
2022/2/24, 52, 35, , 16, 3, 7
2022/2/25, 78, 68, , 31, 3, 12
2022/2/26, 132, 73, , 30, 5, 10
2022/2/27, 137, 39, , 18, 3, 7
2022/2/28, 70, 53, , 31, 3, 9
2022/3/1, 89, 60, , 19, 3, 9
2022/3/2, 121, 50, , 18, 3, 7
2022/3/3, 89, 50, , 26, 3, 8
2022/3/4, 88, 69, , 35, 4, 10
2022/3/5, 120, 42, , 11, 3, 7
2022/3/6, 68, 28, , 10, 2, 7
2022/3/7, 46, 39, , 11, 3, 6
2022/3/8, 65, 43, , 18, 4, 7
2022/3/9, 63, 49, , 24, 3, 6
2022/3/10, 69, 53, , 25, 3, 5
2022/3/11, 74, 39, , 17, 3, 5
2022/3/12, 58, 46, , 18, 3, 6
2022/3/13, 68, 49, , 17, 3, 6
2022/3/14, 78, 64, , 29, 4, 8
2022/3/15, 106, 32, , 14, 3, 5
2022/3/16, 54, 37, , 15, 2, 7
2022/3/17, 65, 44, , 16, 3, 8
2022/3/18, 89, 47, , 15, 3, 8
2022/3/19, 85, 32, , 11, 3, 7
2022/3/20, 62, 39, , 13, 3, 7
2022/3/21, 70, 35, , 13, 2, 8
2022/3/22, 70, 8, , 9, 2, 9
2022/3/23, 19, 12, , 14, 2, 8
2022/3/24, 35, 28, , 21, 2, 8
2022/3/25, 75, 32, , 10, 2, 6
2022/3/26, 73, 20, , 6, 2, 
2022/3/27, 44, 15, , 10, 2, 6
2022/3/28, 46, 22, , 12, 2, 7
2022/3/29, 54, 45, , 18, 3, 9
2022/3/30, 87, 59, , 25, 3, 9
2022/3/31, 100, 14, , 6, 2, 6
2021/10/1, 90, 40, , 15, 3, 8
2021/10/2, 86, 31, , 13, 3, 6
2021/10/3, 61, 44, , 12, 3, 5
2021/10/4, 86, 44, , 17, 3, 5
2021/10/5, 67, 46, , 16, 3, 5
2021/10/6, 64, 34, , 15, 3, 4
2021/10/7, 64, 16, , 9, 2, 5
2021/10/8, 39, 8, , 8, 2, 5
2021/10/9, 26, 29, , 17, 2, 7
2021/10/10, 71, 33, , 12, 3, 8
2021/10/11, 72, 21, , 10, 3, 6
2021/10/12, 40, 24, , 9, 2, 6
2021/10/13, 61, 30, , 11, 2, 7
2021/10/14, 76, 28, , 15, 2, 9
2021/10/15, 67, 18, , 10, 2, 9
2021/10/16, 45, 15, , 8, 3, 7
2021/10/17, 32, 23, , 10, 2, 7
2021/10/18, 58, 45, , 23, 4, 8
2021/10/19, 90, 43, , 23, 3, 8
2021/10/20, 75, 17, , 12, 2, 8
2021/10/21, 31, 17, , 10, 2, 6
2021/10/22, 37, 34, , 11, 3, 7
2021/10/23, 78, 21, , 9, 3, 7
2021/10/24, 56, 23, , 11, 3, 6
2021/10/25, 61, 41, , 20, 3, 11
2021/10/26, 88, 47, , 21, 4, 8
2021/10/27, 94, 53, , 17, 4, 7
2021/10/28, 112, 56, , 18, 4, 7
2021/10/29, 119, 25, , 14, 3, 6
2021/10/30, 67, 39, , 15, 3, 6
2021/10/31, 95, 51, , 18, 3, 8
2021/11/1, 112, 47, , 20, 3, 8
2021/11/2, 92, 43, , 20, 3, 8
2021/11/3, 93, 55, , 24, 3, 7
2021/11/4, 98, 48, , 24, 3, 6
2021/11/5, 78, 47, , 23, 2, 7
2021/11/6, 85, 50, , 29, 3, 7
2021/11/7, 86, 17, , 8, 2, 5
2021/11/8, 24, 26, , 12, 3, 5
2021/11/9, 44, 32, , 17, 3, 5
2021/11/10, 55, 34, , 23, 3, 6
2021/11/11, 63, 39, , 18, 4, 5
2021/11/12, 70, 43, , 18, 4, 4
2021/11/13, 77, 38, , 20, 3, 5
2021/11/14, 73, 56, , 31, 4, 6
2021/11/15, 95, 50, , 23, 3, 5
2021/11/16, 97, 47, , 16, 3, 5
2021/11/17, 94, 31, , 16, 2, 5
2021/11/18, 65, 42, , 23, 2, 5
2021/11/19, 81, 45, , 24, 3, 4
2021/11/20, 84, 55, , 28, 3, 4
2021/11/21, 88, 20, , 11, 2, 5
2021/11/22, 38, 51, , 13, 3, 3
2021/11/23, 73, 50, , 18, 3, 4
2021/11/24, 73, 49, , 23, 4, 4
2021/11/25, 74, 39, , 20, 4, 3
2021/11/26, 71, 44, , 17, 4, 3
2021/11/27, 78, 52, , 18, 4, 4
2021/11/28, 96, 50, , 17, 4, 4
2021/11/29, 91, 55, , 13, 3, 5
2021/11/30, 109, 38, , 10, 3, 3
2021/12/1, 65, 41, , 15, 3, 4
2021/12/2, 62, 42, , 17, 4, 3
2021/12/3, 67, 39, , 18, 3, 4
2021/12/4, 70, 46, , 19, 4, 4
2021/12/5, 83, 45, , 16, 4, 4
2021/12/6, 85, 47, , 19, 4, 5
2021/12/7, 84, 63, , 35, 4, 7
2021/12/8, 113, 65, , 31, 3, 6
2021/12/9, 118, 57, , 25, 3, 6
2021/12/10, 113, 69, , 33, 3, 8
2021/12/11, 133, 67, , 23, 4, 8
2021/12/12, 135, 45, , 13, 3, 9
2021/12/13, 98, 58, , 27, 3, 9
2021/12/14, 117, 65, , 36, 3, 9
2021/12/15, 131, 50, , 26, 2, 8
2021/12/16, 99, 37, , 11, 2, 8
2021/12/17, 66, 56, , 12, 4, 7
2021/12/18, 114, 49, , 15, 4, 5
2021/12/19, 89, 46, , 20, 3, 6
2021/12/20, 89, 14, , 11, 2, 6
2021/12/21, 42, 34, , 16, 3, 6
2021/12/22, 70, 46, , 25, 3, 7
2021/12/23, 92, 52, , 22, 3, 8
2021/12/24, 106, 50, , 15, 3, 7
2021/12/25, 107, 33, , 10, 2, 6
2021/12/26, 80, 31, , 11, 3, 6
2021/12/27, 78, 49, , 16, 3, 7
2021/12/28, 108, 46, , 16, 3, 8
2021/12/29, 98, 30, , 15, 3, 8
2021/12/30, 63, 44, , 22, 4, 9
2021/12/31, 85, 61, , 25, 4, 11
2022/1/1, 122, 55, , 19, 3, 10
2022/1/2, 117, 69, , 38, 4, 11
2021/7/1, 51, 25, , 7, 2, 4
2021/7/2, 51, 30, , 9, 3, 5
2021/7/3, 63, 29, , 9, 3, 5
2021/7/4, 57, 28, , 12, 3, 4
2021/7/5, 51, 27, , 13, 3, 4
2021/7/6, 42, 27, , 12, 4, 5
2021/7/7, 47, 19, , 11, 3, 5
2021/7/8, 33, 29, , 12, 3, 4
2021/7/9, 55, 27, , 10, 3, 3
2021/7/10, 52, 19, , 8, 3, 3
