date, pm25, pm10, o3, no2, so2, co
2021/7/11, 32, 22, , 8, 3, 4
2021/7/12, 39, 23, , 9, 3, 4
2021/7/13, 41, 24, , 9, 3, 4
2021/7/14, 46, 25, , 12, 3, 5
2021/7/15, 53, 24, , 10, 3, 5
2021/7/16, 46, 26, , 16, 3, 6
2021/7/17, 58, 25, , 12, 3, 5
2021/7/18, 41, 23, , 9, 3, 5
2021/7/19, 48, 16, , 9, 2, 5
2021/7/20, 34, 22, , 14, 3, 6
2021/7/21, 42, 34, , 14, 3, 6
2021/7/22, 60, 43, , 15, 4, 8
2021/7/23, 78, 36, , 12, 3, 7
2021/7/24, 75, 42, , 14, 4, 8
2021/7/25, 78, 44, , 14, 4, 9
2021/7/26, 91, 42, , 11, 4, 8
2021/7/27, 80, 37, , 15, 5, 8
2021/7/28, 85, 35, , 19, 3, 8
2021/7/29, 78, 26, , 18, 3, 6
2021/7/30, 59, 30, , 11, 3, 6
2021/7/31, 64, 27, , 11, 4, 6
2021/8/1, 61, 36, , 20, 4, 7
2021/8/2, 73, 21, , 12, 3, 6
2021/8/3, 48, 27, , 14, 3, 6
2021/8/4, 56, 29, , 20, 4, 8
2021/8/5, 66, 36, , 21, 4, 8
2021/8/6, 69, 29, , 16, 4, 8
2021/8/7, 66, 31, , 23, 3, 8
2021/8/8, 72, 20, , 17, 3, 8
2021/8/9, 54, , , , , 
2021/8/20, 63, 26, , 10, 3, 5
2021/8/21, 50, 24, , 7, 3, 6
2021/8/22, 46, 22, , 9, 3, 5
2021/8/23, 40, 21, , 12, 3, 4
2021/8/24, 40, 21, , 13, 3, 4
2021/8/25, 43, 18, , 13, 3, 4
2021/8/26, 44, 34, , 16, 4, 5
2021/8/27, 49, 32, , 19, 4, 5
2021/8/28, 55, 37, , 19, 4, 5
2021/8/29, 66, 30, , 13, 3, 5
2021/8/30, 54, 28, , 14, 3, 5
2021/8/31, 57, 23, , 14, 3, 5
2021/9/1, 50, 23, , 13, 3, 5
2021/9/2, 47, 17, , 12, 3, 5
2021/9/3, 28, 15, , 10, 2, 5
2021/9/4, 26, 23, , 14, 3, 5
2021/9/5, 45, 39, , 21, 3, 7
2021/9/6, 73, 23, , 12, 2, 7
2021/9/7, 55, 27, , 14, 3, 6
2021/9/8, 57, 42, , 20, 3, 8
2021/9/9, 83, 44, , 21, 3, 8
2021/9/10, 86, 45, , 19, 3, 8
2021/9/11, 94, 52, , 17, 4, 9
2021/9/12, 108, 52, , 19, 3, 8
2021/9/13, 108, 31, , 16, 3, 8
2021/9/14, 63, 44, , 22, 4, 7
2021/9/15, 90, 35, , 18, 3, 6
2021/9/16, 77, 43, , 25, 3, 7
2021/9/17, 85, 48, , 25, 4, 7
2021/9/18, 94, 22, , 12, 3, 5
2021/9/19, 38, 21, , 14, 3, 5
2021/9/20, 43, 33, , 16, 3, 6
2021/9/21, 69, 28, , 14, 3, 5
2021/9/22, 63, 22, , 16, 3, 5
2021/9/23, 38, 30, , 13, 3, 6
2021/9/24, 57, 32, , 14, 3, 6
2021/9/25, 59, 47, , 12, 3, 6
2021/9/26, 79, 52, , 10, 4, 7
2021/9/27, 98, 57, , 9, 3, 8
2021/9/28, 113, 55, , 8, 3, 8
2021/9/29, 102, 46, , 12, 3, 8
2021/9/30, 90, 41, , 17, 3, 7
2021/4/1, 51, 39, , 16, 3, 4
2021/4/2, 68, 43, , 17, 3, 4
2021/4/3, 75, 47, , 14, 4, 7
2021/4/4, 89, 41, , 13, 3, 8
2021/4/5, 88, 59, , 20, 4, 8
2021/4/6, 120, 49, , 18, 3, 6
2021/4/7, 87, 31, , 16, 3, 7
2021/4/8, 54, 29, , 13, 3, 8
2021/4/9, 64, 51, , 25, 4, 8
2021/4/10, 106, 39, , 19, 3, 5
2021/4/11, 61, 41, , 19, 3, 6
2021/4/12, 69, 47, , 19, 4, 6
2021/4/13, 78, 37, , 16, 4, 5
2021/4/14, 58, 35, , 17, 3, 5
2021/4/15, 64, 36, , 25, 3, 7
2021/4/16, 75, 27, , 14, 3, 8
2021/4/17, 58, 55, , 19, 3, 7
2021/4/18, 94, 91, , 23, 4, 6
2021/4/19, 126, 69, , 26, 4, 6
2021/4/20, 114, 61, , 27, 4, 6
2021/4/21, 95, 61, , 21, 4, 6
2021/4/22, 100, 59, , 25, 4, 7
2021/4/23, 106, 42, , 13, 3, 3
2021/4/24, 68, 36, , 16, 3, 6
2021/4/25, 65, 34, , 21, 3, 6
2021/4/26, 64, 36, , 27, 3, 6
2021/4/27, 74, 16, , 18, , 7
2021/4/28, 42, 34, , 17, 3, 7
2021/4/29, 67, 78, , 35, 6, 10
2021/4/30, 142, 54, , 13, 4, 8
2021/5/1, 101, 45, , 13, 3, 8
2021/5/2, 96, 30, , 14, 3, 6
2021/5/3, 70, 31, , 11, 3, 5
2021/5/4, 57, 31, , 14, 3, 6
2021/5/5, 66, 47, , 14, 3, 6
2021/5/6, 76, 54, , 17, 3, 6
2021/5/7, 88, 45, , 14, 3, 5
2021/5/8, 77, 41, , 11, 3, 4
2021/5/9, 72, 29, , 11, 3, 4
2021/5/10, 50, 29, , 10, 3, 3
2021/5/11, 50, 27, , 9, 3, 3
2021/5/12, 54, 30, , 12, 3, 4
2021/5/13, 60, 29, , 12, 3, 4
2021/5/14, 59, 28, , 9, 3, 4
2021/5/15, 55, 27, , 7, 3, 4
2021/5/16, 56, 25, , 9, 3, 5
2021/5/17, 48, 24, , 9, 3, 5
2021/5/18, 49, 28, , 8, 3, 5
2021/5/19, 58, 26, , 8, 3, 4
2021/5/20, 53, 23, , 7, 3, 4
2021/5/21, 44, 27, , 8, 3, 4
2021/5/22, 47, 25, , 8, 3, 3
2021/5/23, 36, 33, , 15, 3, 5
2021/5/24, 52, 38, , 15, 3, 5
2021/5/25, 61, 17, , 14, 3, 5
2021/5/26, 32, 21, , 9, 3, 4
2021/5/27, 41, 20, , 6, 3, 4
2021/5/28, 39, 24, , 9, 3, 5
2021/5/29, 50, 28, , 11, 3, 5
2021/5/30, 63, 25, , 11, 3, 5
2021/5/31, 59, 17, , 16, 3, 5
2021/6/1, 40, 22, , 20, 4, 5
2021/6/2, 53, 26, , 17, 3, 6
2021/6/3, 58, 19, , 10, 3, 5
2021/6/4, 43, 32, , 12, 3, 6
2021/6/5, 62, 48, , 19, 5, 7
2021/6/6, 93, 44, , 14, 4, 6
2021/6/7, 82, 38, , 15, 4, 6
2021/6/8, 63, 29, , 17, 4, 5
2021/6/9, 48, 29, , 15, 3, 5
2021/6/10, 50, 22, , 13, 3, 4
2021/6/11, 41, 17, , 10, 3, 3
2021/6/12, 33, 20, , 13, 3, 3
2021/6/13, 40, 18, , 12, 3, 4
2021/6/14, 39, 23, , 9, 3, 4
2021/6/15, 45, 27, , 9, 3, 4
2021/6/16, 51, 26, , 9, 3, 4
2021/6/17, 53, 28, , 7, 3, 4
2021/6/18, 53, 29, , 6, 3, 3
2021/6/19, 54, 32, , 6, 3, 3
2021/6/20, 60, 32, , 7, 3, 4
2021/6/21, 62, 22, , 20, 2, 5
2021/6/22, 53, 17, , 15, 2, 5
2021/6/23, 47, 28, , 22, 3, 6
2021/6/24, 67, 25, , 15, 2, 5
2021/6/25, 57, 29, , 15, 3, 5
2021/6/26, 59, 36, , 12, 2, 5
2021/6/27, 66, 33, , 12, 3, 5
2021/6/28, 60, 33, , 10, 3, 5
2021/6/29, 63, 33, , 8, 3, 4
2021/6/30, 66, 27, , 7, 3, 4
2021/1/4, 96, 56, , 20, 7, 6
2021/1/5, 112, 71, , 16, 6, 6
2021/1/6, 128, 69, , 13, 4, 7
2021/1/7, 113, 57, , 9, 4, 5
2021/1/8, 91, 33, , 11, 4, 3
2021/1/9, 53, 43, , 13, 5, 4
2021/1/10, 71, 44, , 13, 5, 4
2021/1/11, 83, 56, , 21, 6, 5
2021/1/12, 99, 69, , 38, 5, 9
2021/1/13, 114, 114, , 70, 6, 13
2021/1/14, 170, 138, , 80, 6, 15
2021/1/15, 193, 163, , 90, 7, 19
2021/1/16, 197, 82, , 19, 5, 7
2021/1/17, 132, 79, , 22, 6, 6
2021/1/18, 117, 81, , 42, 6, 9
2021/1/19, 138, 93, , 58, 6, 10
2021/1/20, 150, 87, , 46, 6, 10
2021/1/21, 130, 30, , 21, 3, 7
2021/1/22, 68, 55, , 19, 3, 8
2021/1/23, 109, 55, , 19, 3, 7
2021/1/24, 117, 54, , 27, 4, 8
2021/1/25, 95, 66, , 30, 3, 10
2021/1/26, 117, 55, , 20, 4, 10
2021/1/27, 114, 57, , 23, 3, 10
2021/1/28, 110, 39, , 15, 3, 7
2021/1/29, 78, 67, , 26, 4, 8
2021/1/30, 120, 56, , 28, 4, 6
2021/1/31, 93, 54, , 33, 3, 7
2021/2/1, 88, 50, , 25, 3, 6
2021/2/2, 86, 53, , 16, 3, 7
2021/2/3, 97, 57, , 21, 5, 6
2021/2/4, 97, 49, , 19, 3, 6
2021/2/5, 84, 58, , 34, 3, 8
2021/2/6, 115, 52, , 25, 4, 7
2021/2/7, 104, 47, , 19, 3, 6
2021/2/8, 92, 36, , 9, 2, 7
2021/2/9, 84, 7, , 7, , 7
2021/2/10, 27, 12, , 6, 2, 6
2021/2/11, 37, 25, , 5, 3, 5
2021/2/12, 73, 27, , 9, 3, 6
2021/2/13, 76, 46, , 16, 3, 7
2021/2/14, 112, 43, , 13, 3, 6
2021/2/15, 101, 36, , 9, 3, 5
2021/2/16, 84, 26, , 5, 3, 6
2021/2/17, 61, 31, , 6, 3, 5
2021/2/18, 66, 54, , 16, 3, 8
2021/2/19, 111, 57, , 17, 4, 9
2021/2/20, 115, 47, , 13, 4, 7
2021/2/21, 92, 50, , 19, 4, 8
2021/2/22, 100, 51, , 24, 4, 8
2021/2/23, 97, 39, , 13, 3, 4
2021/2/24, 74, 39, , 19, 3, 5
2021/2/25, 75, 33, , 19, 3, 6
2021/2/26, 70, 30, , 10, , 6
2021/2/27, 59, 42, , 22, 4, 8
2021/2/28, 70, 61, , 32, 4, 9
2021/3/1, 108, 16, , 8, 3, 8
2021/3/2, 30, 36, , 16, 3, 8
2021/3/3, 74, 48, , 20, 3, 9
2021/3/4, 105, 47, , 28, 3, 9
2021/3/5, 109, 36, , 27, 3, 8
2021/3/6, 83, 21, , 13, 3, 9
2021/3/7, 52, 41, , 24, 3, 8
2021/3/8, 84, 65, , 29, 4, 9
2021/3/9, 118, 53, , 23, 3, 7
2021/3/10, 98, 51, , 29, 3, 7
2021/3/11, 81, 66, , 34, 4, 8
2021/3/12, 117, 53, , 29, 3, 8
2021/3/13, 105, 61, , 29, 3, 8
2021/3/14, 106, 49, , 20, 3, 5
2021/3/15, 78, 53, , 25, 3, 5
2021/3/16, 85, 50, , 26, 3, 6
2021/3/17, 80, 43, , 22, 3, 5
2021/3/18, 73, 42, , 20, 3, 4
2021/3/19, 69, 49, , 19, 3, 5
2021/3/20, 82, 34, , 12, 3, 7
2021/3/21, 62, 54, , 8, 3, 6
2021/3/22, 86, , , , , 
2021/3/24, 127, 79, , 38, 6, 9
2021/3/25, 136, 56, , 20, 3, 4
2021/3/26, 77, 56, , 24, 4, 5
2021/3/27, 90, 58, , 22, 4, 6
2021/3/28, 98, 46, , 18, 3, 6
2021/3/29, 69, 38, , 15, 3, 3
2021/3/30, 66, 27, , 16, 3, 3
2021/3/31, 43, 32, , 14, 3, 3
2020/10/1, 51, 38, 91, 10, 4, 6
2020/10/2, 74, 41, 82, 13, 3, 7
2020/10/3, 76, 53, 108, 17, 3, 8
2020/10/4, 100, 37, 31, 13, 2, 9
2020/10/5, 78, 27, 34, 8, 2, 8
2020/10/6, 57, 25, 28, 8, 2, 7
2020/10/7, 53, 25, 29, 8, 2, 7
2020/10/8, 58, 36, 39, 10, 2, 6
2020/10/9, 78, 45, 68, 13, 3, 6
2020/10/10, 86, 53, 73, 16, 3, 7
2020/10/11, 101, 50, 67, 12, 3, 6
2020/10/12, 91, 43, 43, 10, 2, 6
2020/10/13, 85, 28, 22, 13, 2, 6
2020/10/14, 64, 41, 38, 16, 3, 7
2020/10/15, 86, 44, 39, 10, 2, 6
2020/10/16, 62, 20, 31, 8, 2, 6
2020/10/17, 41, 25, 34, 7, , 6
2020/10/18, 56, 22, 38, 7, 2, 6
2020/10/19, 53, 37, 39, 8, 2, 7
2020/10/20, 70, 42, 39, 10, 3, 8
2020/10/21, 72, 38, 41, 9, 3, 6
2020/10/22, 69, 59, 48, 11, 4, 4
2020/10/23, 91, 59, 47, 11, 4, 5
2020/10/24, 88, 57, 52, 17, 4, 5
2020/10/25, 96, 69, 88, 32, 4, 8
2020/10/26, 125, 61, 67, 27, 4, 7
2020/10/27, 110, 62, 46, 23, 4, 7
2020/10/28, 116, 46, 28, 15, 2, 8
2020/10/29, 109, 46, 30, 16, 2, 7
2020/10/30, 102, 51, 42, 18, 2, 7
2020/10/31, 105, 61, 73, 26, 3, 8
2020/11/1, 113, 56, 47, 14, 3, 7
2020/11/2, 111, 41, 46, 11, 3, 8
2020/11/3, 85, 56, 43, 14, 3, 8
2020/11/4, 113, 65, 69, 25, 5, 8
2020/11/5, 124, 66, 76, 30, 4, 7
2020/11/6, 119, 59, 64, 19, 5, 7
2020/11/7, 106, 57, 68, 13, 5, 6
2020/11/8, 95, 62, 71, 13, 5, 5
2020/11/9, 89, 66, 74, 15, 5, 6
2020/11/10, 110, 60, 57, 19, 4, 5
2020/11/11, 100, 55, 58, 22, 4, 6
2020/11/12, 94, 50, 52, 18, 4, 5
2020/11/13, 90, 47, 36, 15, 3, 4
2020/11/14, 91, 40, 17, 20, 2, 5
2020/11/15, 86, 54, 42, 28, 3, 7
2020/11/16, 104, 48, 40, 25, 3, 5
2020/11/17, 69, 54, 32, 30, 3, 6
2020/11/18, 75, 44, 54, 24, 2, 6
2020/11/19, 72, 58, 100, 29, 4, 7
2020/11/20, 105, 34, 21, 22, 2, 6
2020/11/21, 53, 49, 47, 23, 3, 7
2020/11/22, 79, 47, 14, 16, 3, 9
2020/11/23, 74, 45, 43, 16, 3, 8
2020/11/24, 76, 44, 36, 22, 3, 9
2020/11/25, 78, 54, 30, 25, 3, 9
2020/11/26, 94, 32, 29, 13, 3, 9
2020/11/27, 58, 29, 34, 11, 2, 8
2020/11/28, 56, 30, 26, 10, 3, 9
2020/11/29, 60, 33, 31, 11, 3, 9
2020/11/30, 65, 35, 30, 13, 3, 9
2020/12/1, 72, 39, 32, 11, 3, 8
2020/12/2, 75, 36, 27, 10, 2, 7
2020/12/3, 73, 35, 31, 10, 3, 6
2020/12/4, 73, 41, , 13, 3, 7
2020/12/5, 87, 55, , 19, 4, 8
2020/12/6, 113, 58, , 19, 5, 9
2020/12/7, 115, 53, , 16, 4, 8
2020/12/8, 104, 53, , 21, 3, 8
2020/12/9, 108, 58, , 25, 5, 9
2020/12/10, 109, 61, , 24, 5, 9
2020/12/11, 117, 60, , 20, 4, 10
2020/12/12, 124, 70, , 29, 4, 10
2020/12/13, 135, 21, , 13, 2, 10
2020/12/14, 43, 19, , 10, 2, 8
2020/12/15, 30, 26, , 10, 2, 8
2020/12/16, 56, 32, , 12, 2, 8
2020/12/17, 70, 35, , 12, 3, 6
2020/12/18, 71, 41, , 11, 4, 5
2020/12/19, 77, 51, , 13, 5, 6
2020/12/20, 105, 58, , 15, 5, 6
2020/12/21, 122, 58, , 22, 5, 7
2020/12/22, 118, 57, , 29, 5, 7
2020/12/23, 110, 45, , 18, 3, 6
2020/12/24, 89, 58, , 22, 4, 7
2020/12/25, 123, 77, , 35, 5, 8
2020/12/26, 138, 91, , 46, 4, 11
2020/12/27, 154, 74, , 45, 4, 9
2020/12/28, 127, 60, , 29, 3, 7
2020/12/29, 100, 33, , 9, 3, 8
2020/12/30, 38, 34, , 9, 4, 3
2020/12/31, 61, 25, , 9, 4, 3
2021/1/1, 55, 40, , 21, 4, 5
2021/1/2, 83, 60, , 28, 5, 7
2021/1/3, 114, 47, , 22, 6, 5
2020/7/1, 41, 20, 23, 14, 3, 4
2020/7/2, 37, 18, 10, 14, 3, 4
2020/7/3, 44, 25, , 17, 3, 5
2020/7/4, 54, 23, , 14, 3, 4
2020/7/5, 49, 21, , 9, 3, 3
2020/7/6, 39, 24, , 10, 3, 3
2020/7/7, 44, 27, , 8, 3, 3
2020/7/8, 49, 28, 37, 8, 3, 3
2020/7/9, 54, 27, 7, 9, 3, 4
2020/7/10, 48, 27, , 8, 3, 3
2020/7/11, 48, 24, 38, 8, 3, 3
2020/7/12, 39, 25, 60, 9, 3, 3
2020/7/13, 45, 38, 101, 12, 4, 4
2020/7/14, 67, 28, 73, 8, 3, 3
2020/7/15, 52, 21, 40, 8, 2, 3
2020/7/16, 32, 21, 9, 8, 2, 3
2020/7/17, 42, 13, 36, 8, 4, 5
2020/7/18, 9, 17, 39, 6, 4, 5
2020/7/19, 17, 22, 39, 7, 4, 5
2020/7/20, 33, 20, 43, 12, 3, 5
2020/7/21, 37, 21, 41, 13, 3, 4
2020/7/22, 35, 23, 73, 14, 4, 4
2020/7/23, 46, 26, 91, 12, 4, 4
2020/7/24, 47, 32, 97, 14, 4, 4
2020/7/25, 56, 28, 56, 12, 4, 4
2020/7/26, 49, 22, 40, 11, 4, 3
2020/7/27, 41, 25, 50, 11, 4, 4
2020/7/28, 44, 28, 61, 15, 4, 4
2020/7/29, 47, 30, 46, 17, 4, 5
2020/7/30, 50, 23, 21, 11, 4, 4
2020/7/31, 42, 15, 15, 10, 4, 4
2020/8/1, 30, 14, 26, 10, 3, 5
2020/8/2, 33, 17, 26, 13, 3, 5
2020/8/3, 41, 21, 40, 17, 4, 5
2020/8/4, 45, 15, 8, 14, 4, 7
2020/8/5, 32, 21, 53, 13, 4, 6
2020/8/6, 51, 29, 38, 12, 5, 4
2020/8/7, 46, 27, 56, 13, 4, 4
2020/8/8, 44, 27, 68, 10, 4, 4
2020/8/9, 48, 27, 58, 10, 4, 4
2020/8/10, 45, 23, 33, 9, 4, 4
2020/8/11, 38, 19, 27, 13, 4, 4
2020/8/12, 41, 15, 15, 12, 3, 3
2020/8/13, 37, 23, 26, 13, 4, 4
2020/8/14, 49, 22, 35, 12, 4, 4
2020/8/15, 45, 26, 57, 14, 4, 4
2020/8/16, 52, 32, 29, 16, 4, 4
2020/8/17, 63, 31, 38, 15, 4, 4
2020/8/18, 59, 12, 16, 11, 3, 4
2020/8/19, 24, 26, 50, 15, 4, 4
2020/8/20, 55, 47, 107, 19, 4, 5
2020/8/21, 90, 48, 121, 16, 4, 5
2020/8/22, 97, 44, 91, 19, 4, 5
2020/8/23, 85, 41, 88, 12, 5, 4
2020/8/24, 81, 32, 73, 10, 4, 4
2020/8/25, 64, 26, 61, 10, 4, 4
2020/8/26, 53, 29, 72, 14, 4, 5
2020/8/27, 64, 51, 100, 19, 5, 7
2020/8/28, 94, 58, 95, 26, 5, 8
2020/8/29, 117, 54, 81, 15, 5, 7
2020/8/30, 109, 38, 61, 13, 4, 7
2020/8/31, 86, 43, 69, 16, 4, 7
2020/9/1, 89, 56, 93, 21, 6, 9
2020/9/2, 115, 64, 76, 21, 5, 9
2020/9/3, 129, 60, 67, 22, 5, 9
2020/9/4, 123, 38, 53, 23, 5, 8
2020/9/5, 78, 52, 106, 26, 5, 8
2020/9/6, 97, 28, 44, 18, 4, 7
2020/9/7, 58, 24, 13, 21, 4, 7
2020/9/8, 49, 29, 36, 22, 4, 8
2020/9/9, 58, 36, 52, 22, 5, 7
2020/9/10, 69, 31, 34, 20, 4, 6
2020/9/11, 54, 23, 55, 12, 4, 5
2020/9/12, 49, 28, 55, 13, 4, 6
2020/9/13, 71, 35, 39, 17, 4, 7
2020/9/14, 77, 24, 18, 21, 4, 7
2020/9/15, 57, 24, 36, 20, 4, 6
2020/9/16, 45, 26, 34, 14, 4, 5
2020/9/17, 51, 19, 17, 11, 2, 6
2020/9/18, 44, 16, 25, 11, 2, 5
2020/9/19, 39, 19, 67, 11, 2, 5
2020/9/20, 45, 30, 31, 16, 2, 6
2020/9/21, 53, 33, 49, 13, 2, 6
2020/9/22, 53, 33, 43, 16, 2, 7
2020/9/23, 61, 24, 38, 11, 2, 8
2020/9/24, 50, 31, 59, 12, 2, 7
2020/9/25, 65, 47, 60, 22, 3, 8
2020/9/26, 92, 21, 18, 14, 2, 6
2020/9/27, 43, 33, 24, 16, 2, 6
2020/9/28, 62, 46, 83, 23, 3, 8
2020/9/29, 88, 27, 27, 18, 2, 7
2020/9/30, 49, 21, 42, 10, 2, 7
2020/4/1, 44, 39, 1, 15, 3, 7
2020/4/2, 89, 22, 2, 16, 3, 8
2020/4/3, 50, 17, , 13, 3, 8
2020/4/4, 42, 16, , 12, 3, 7
2020/4/5, 45, 16, , 14, 3, 7
2020/4/6, 47, 29, 1, 18, 3, 7
2020/4/7, 63, 60, 46, 28, 5, 9
2020/4/8, 120, 61, 110, 33, 5, 8
2020/4/9, 108, 51, 50, 28, 5, 5
2020/4/10, 74, 56, 12, 30, 4, 7
2020/4/11, 89, 20, 45, 9, 4, 6
2020/4/12, 37, 34, 50, 16, 4, 4
2020/4/13, 73, 76, 48, 46, 8, 7
2020/4/14, 148, 74, 117, 37, 6, 8
2020/4/15, 134, 54, 84, 23, 5, 7
2020/4/16, 89, 47, 52, 22, 4, 6
2020/4/17, 74, 52, 39, 24, 4, 6
2020/4/18, 78, 50, 40, 19, 4, 6
2020/4/19, 78, 42, , 18, 4, 6
2020/4/20, 71, 37, 8, 17, 3, 6
2020/4/21, 62, 20, 16, 14, 3, 8
2020/4/22, 41, 16, 14, 16, 3, 8
2020/4/23, 40, 25, 26, 14, 3, 6
2020/4/24, 45, 43, 42, 24, 4, 7
2020/4/25, 86, 50, 56, 25, 6, 8
2020/4/26, 95, 46, 70, 25, 5, 7
2020/4/27, 89, 66, 134, 36, 6, 8
2020/4/28, 119, 53, 97, 19, 4, 6
2020/4/29, 72, 57, 74, 26, 4, 6
2020/4/30, 85, 40, 11, 13, 4, 6
2020/5/1, 66, 41, 48, 13, 3, 6
2020/5/2, 69, 39, 61, 12, 4, 6
2020/5/3, 66, 35, 72, 9, 4, 5
2020/5/4, 60, 29, 54, 8, 4, 5
2020/5/5, 52, 28, 35, 11, 3, 5
2020/5/6, 52, 25, 27, 12, 3, 4
2020/5/7, 45, 24, 30, 11, 3, 4
2020/5/8, 41, 27, 33, 11, 3, 4
2020/5/9, 44, 26, 31, 13, 3, 5
2020/5/10, 51, 29, 55, 17, 3, 6
2020/5/11, 64, 33, 51, 13, 3, 8
2020/5/12, 71, 50, 82, 23, 4, 9
2020/5/13, 109, 41, 39, 14, 3, 6
2020/5/14, 69, 33, 41, 12, 3, 5
2020/5/15, 58, 27, 53, 13, 3, 4
2020/5/16, 51, 27, 73, 17, 3, 5
2020/5/17, 63, 34, 46, 25, 4, 6
2020/5/18, 65, 34, 98, 19, 4, 5
2020/5/19, 53, 32, 51, 19, 4, 5
2020/5/20, 59, 24, 31, 19, 3, 5
2020/5/21, 50, 16, 29, 13, 2, 6
2020/5/22, 41, 32, 61, 16, 3, 6
2020/5/23, 70, 36, 72, 21, 3, 6
2020/5/24, 71, 25, 38, 21, 3, 5
2020/5/25, 47, 25, 54, 15, 3, 5
2020/5/26, 57, 29, 33, 16, 3, 7
2020/5/27, 61, 48, 60, 21, 3, 7
2020/5/28, 63, 38, 33, 22, 3, 6
2020/5/29, 55, 21, 28, 18, 3, 5
2020/5/30, 42, 27, 25, 19, 3, 5
2020/5/31, 54, 30, 14, 22, 3, 7
2020/6/1, 60, 23, 12, 18, 3, 6
2020/6/2, 50, 26, 23, 18, 3, 5
2020/6/3, 53, 26, 30, 13, 3, 4
2020/6/4, 46, 24, 31, 15, 3, 4
2020/6/5, 44, 25, 18, 22, 3, 6
2020/6/6, 55, 30, 11, 22, 3, 6
2020/6/7, 63, 26, 7, 23, 3, 5
2020/6/8, 57, 26, 20, 18, 3, 4
2020/6/9, 48, 31, 53, 23, 3, 5
2020/6/10, 65, 26, 53, 15, 3, 4
2020/6/11, 44, 27, 61, 14, 3, 3
2020/6/12, 50, 27, 33, 15, 3, 3
2020/6/13, 50, 16, 22, 10, 3, 3
2020/6/14, 28, 23, 26, 15, 3, 4
2020/6/15, 43, 17, 27, 9, 3, 3
2020/6/16, 31, 23, 28, 11, 3, 4
2020/6/17, 39, 22, 38, 11, 3, 4
2020/6/18, 41, 22, 43, 11, 3, 4
2020/6/19, 43, 22, , 10, 3, 3
2020/6/20, 41, 18, 15, 8, 3, 3
2020/6/21, 37, 25, 45, 10, 3, 3
2020/6/22, 43, 26, 44, 8, 3, 3
2020/6/23, 47, 26, 51, 9, 3, 3
2020/6/24, 50, 21, 25, 8, 3, 3
2020/6/25, 43, 20, 33, 10, 3, 3
2020/6/26, 42, 18, 34, 7, 3, 3
2020/6/27, 29, 18, 38, 7, 3, 3
2020/6/28, 38, 22, , 10, 3, 3
2020/6/29, 41, 24, , 10, 3, 3
2020/6/30, 42, 23, , 14, 4, 4
2020/1/1, 115, 56, 19, 30, 3, 7
2020/1/2, 108, 65, 38, 37, 4, 9
2020/1/3, 113, 91, 91, 55, 5, 10
2020/1/4, 157, 55, 44, 31, 3, 6
2020/1/5, 98, 48, 31, 30, 4, 6
2020/1/6, 70, 53, 39, 35, 3, 8
2020/1/7, 87, 49, 35, 30, 4, 7
2020/1/8, 92, 63, 45, 35, 4, 7
2020/1/9, 93, 54, 30, 29, 3, 8
2020/1/10, 86, 58, 18, 25, 3, 8
2020/1/11, 97, 28, 27, 15, 3, 9
2020/1/12, 49, 43, 16, 25, 3, 10
2020/1/13, 84, 58, 26, 30, 4, 10
2020/1/14, 101, 51, 38, 22, 3, 8
2020/1/15, 91, 50, 26, 24, 3, 9
2020/1/16, 90, 22, 16, 13, 3, 11
2020/1/17, 44, 32, 17, 16, 3, 11
2020/1/18, 73, 34, 11, 12, 3, 10
2020/1/19, 77, 32, 19, 16, 3, 10
2020/1/20, 76, 44, 46, 23, 3, 10
2020/1/21, 92, 37, 45, 19, 3, 8
2020/1/22, 80, 34, 42, 16, 3, 6
2020/1/23, 74, 26, 33, 11, 3, 5
2020/1/24, 62, 32, 16, 8, 3, 8
2020/1/25, 79, 9, 12, 7, , 8
2020/1/26, 26, 13, 21, 6, 3, 6
2020/1/27, 40, 14, 27, 5, 3, 5
2020/1/28, 48, 24, 32, 5, 3, 6
2020/1/29, 72, 31, 38, 6, 3, 5
2020/1/30, 86, 30, 43, 11, 3, 5
2020/1/31, 82, 43, 45, 16, 4, 6
2020/2/1, 103, 38, 34, 12, 3, 5
2020/2/2, 90, 41, 17, 13, 3, 7
2020/2/3, 104, 5, 14, 7, , 6
2020/2/4, 21, 13, 10, 10, , 7
2020/2/5, 42, 24, 29, 11, 3, 6
2020/2/6, 58, 19, 13, 10, , 7
2020/2/7, 48, 11, 22, 5, , 6
2020/2/8, 36, 18, 25, 5, , 6
2020/2/9, 52, 28, 17, 10, 3, 7
2020/2/10, 75, 43, 13, 19, 3, 8
2020/2/11, 102, 39, 18, 19, , 9
2020/2/12, 94, 28, 22, 19, 7, 7
2020/2/13, 68, 15, 16, 16, 3, 4
2020/2/14, 45, 17, 24, 10, , 4
2020/2/15, 49, 7, 18, 4, , 5
2020/2/16, 15, 17, 31, 4, 3, 4
2020/2/17, 47, 19, 37, 9, 4, 3
2020/2/18, 54, 42, 43, 22, 4, 5
2020/2/19, 88, 44, 47, 24, 3, 6
2020/2/20, 94, 40, 56, 22, 3, 6
2020/2/21, 82, 48, 64, 21, 3, 7
2020/2/22, 108, 46, 70, 17, 3, 7
2020/2/23, 99, 44, 50, 12, 3, 5
2020/2/24, 74, 35, 40, 14, 3, 5
2020/2/25, 67, 30, 42, 18, 3, 6
2020/2/26, 62, 39, 23, 26, 3, 6
